PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00w6f,rnb1r1k1/pp1p1ppp/1q2pn2/1N6/4P3/B1P2P2/P1P3PP/R2QKB1R w KQ - 5 10,b5d6 b6e3 f1e2 e3c3,1086,77,87,148,advantage opening short,https://lichess.org/1P7Nda81#19,Sicilian_Defense Sicilian_Defense_Pin_Variation
00wAT,4Q1bk/2p3p1/1p1p4/5Bp1/p1q5/7P/5P2/6K1 b - - 1 34,a4a3 e8h5 g8h7 h5h7,1184,85,84,46,endgame mate mateIn2 short,https://lichess.org/JCkq5Qtf/black#68,
00wCl,1rb1k2r/8/p1Bp1p1p/P1p1p1p1/4P3/1P5P/2P2PP1/R2R2K1 b k - 1 20,c8d7 d1d6 d7c6 d6c6,1382,75,85,440,advantage endgame short,https://lichess.org/URN5sds5/black#40,
00wL8,R4rk1/2PR1ppp/8/8/7P/8/P3pqPK/8 b - - 0 33,f8a8 d7d8 a8d8 c7d8q,963,93,93,203,advancedPawn backRankMate endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/JRlzUS96/black#66,
00wPZ,r1b2rk1/ppp2ppp/8/1B1pN3/3bn3/8/PPP2qPP/RNBQR2K w - - 0 12,e5f3 f2g1 f3g1 e4f2,1395,89,87,1247,kingsideAttack mate mateIn2 opening sacrifice short smotheredMate,https://lichess.org/XAwlqpwf#23,Italian_Game Italian_Game_Two_Knights_Defense
00wUm,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q1r2PP1/4R1K1 b - - 0 28,c2f2 d7f7 f8f7 b7b8 f7f8 b8f8,1714,74,98,6440,long mate mateIn3 middlegame sacrifice,https://lichess.org/nBCoCtRO/black#56,
00wVj,5k2/R4p2/P6p/5p1N/r3p3/2p5/2P1R1P1/2K5 w - - 1 44,h5g3 a4a1,612,102,73,409,endgame mate mateIn1 oneMove,https://lichess.org/QYDDNRqv#87,
00wYl,3q2k1/r1p3p1/P1Pp3p/3Pp1b1/R3Qr2/5N1P/5PP1/R5K1 w - - 1 27,e4e3 f4a4 a1a4 g5e3,1158,81,68,112,crushing discoveredAttack middlegame short,https://lichess.org/XjLq1sLc#53,
00wZJ,1r4k1/3bqr1p/2p1p1p1/1p2P3/p2PBP2/2PQ2P1/P5K1/1R5R w - - 1 26,e4g6 h7g6 d3g6 f7g7,1354,77,86,476,advantage middlegame short,https://lichess.org/5kqvWE61#51,
00wft,3r2k1/pp3pp1/7p/b7/2b3Q1/P2qPN1P/3N1PP1/3RK2R w K - 0 30,f3e5 a5d2 d1d2 d3d2,1586,75,97,798,mate mateIn2 middlegame short,https://lichess.org/9DS9Mlwd#59,
00wiq,8/2N5/8/1p1b2p1/1P3k1p/P4P1P/5K2/8 b - - 5 53,d5f3 c7e6 f4e5 e6g5 f3c6 g5f3 e5e4 f3h4,2069,76,70,81,crushing deflection endgame veryLong,https://lichess.org/f2fohyT0/black#106,
00woo,8/r7/pkq1p1r1/R2pPp2/RPpP1Qp1/2P3Pp/4KP1P/8 w - - 1 44,b4b5 a6b5 a5a7 b5a4,997,77,100,460,advantage endgame short,https://lichess.org/0RoBTQw1#87,
00wqo,4r1k1/2pQ2pp/p1p5/2q1p3/2P5/1P6/P5PP/4R2K b - - 1 27,e8e7 d7c8 e7e8 c8e8,2195,80,90,1207,crushing endgame short,https://lichess.org/HjVJytFu/black#54,
00wx5,r5k1/5p1p/6p1/8/2q5/7P/P3rPP1/Q2R2K1 b - - 2 30,a8a2 d1d8 e2e8 d8e8,818,78,82,62,endgame mate mateIn2 short,https://lichess.org/X1iRyYYl/black#60,
00x3K,r2qk2r/ppp2pp1/2npbn1p/3Np3/2B1P3/P2P1N1P/1PPQ1PP1/R3K2R b KQkq - 0 10,f6d5 e4d5 e6d5 c4d5,1178,79,88,283,advantage fork middlegame short,https://lichess.org/n0BradwB/black#20,Four_Knights_Game Four_Knights_Game_Italian_Variation
00x47,3r4/p5kp/1p1q4/4p3/P1P1p1Qb/1PB1P3/5rPP/R5K1 b - - 1 25,g7f8 g4h4 f2f5 c3b4 d6b4 h4d8,2214,78,86,174,crushing deflection hangingPiece long middlegame pin,https://lichess.org/oExVQQ0V/black#50,
00x6f,8/3q1pkp/p5p1/1pPB2Q1/1P1b3P/P5P1/6K1/8 w - - 1 30,h4h5 h7h6 c5c6 d7d6 g5g4 d6d5,2224,86,89,889,crushing endgame long,https://lichess.org/EHEXHrku#59,
00xDW,7k/5Bp1/3p3p/8/4P1n1/r1rP4/6PP/1R1R2K1 b - - 0 36,c3d3 d1d3 a3d3 f7g6,2145,74,95,1167,crushing defensiveMove endgame short,https://lichess.org/wblYR1Kt/black#72,
00xHQ,1r4k1/5p1p/3R2p1/1qN5/3Qp3/7P/5PPK/1r6 b - - 0 35,b1b4 d6d8 b8d8 d4d8 g8g7 c5d7,1620,74,93,1371,advantage defensiveMove endgame long,https://lichess.org/Bt8SnbNt/black#70,
00xIC,3rr1k1/1R3ppp/8/2p5/q2p1B2/3Q2P1/P1R2P1P/6K1 w - - 3 28,d3c4 e8e1 g1g2 a4c6 f2f3 c6b7,1349,74,91,229,crushing fork long middlegame,https://lichess.org/b4qtd9O6#55,
00xMV,1k1r1br1/ppp5/3p1q2/4BP2/6P1/3Q1P1p/PPP5/3RR1K1 b - - 0 26,d6e5 d3d8 f6d8 d1d8,806,112,78,45,backRankMate mate mateIn2 middlegame short,https://lichess.org/WWJj7s9K/black#52,
00xNH,r2qr1k1/p4ppp/2p2n2/3p2B1/6b1/2NQ1N1P/PPP2bP1/2KR3R b - - 0 14,e8e3 g5e3 f2e3 d3e3,1906,74,88,986,crushing middlegame short,https://lichess.org/69SEvfvy/black#28,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00xmm,r6r/ppk3pp/2pN4/4P3/1b6/6PQ/PP3PKP/R1Bq4 b - - 2 24,b4d6 e5d6 d1d6 c1f4 d6f4 g3f4,1001,80,94,202,advantage long middlegame pin,https://lichess.org/Pci9z8kp/black#48,
00xrk,2kr4/2p2p2/p6p/1p2q1p1/2p2n2/2N1B2P/PPB1QPP1/6K1 w - - 2 24,e3f4 e5e2 c3e2 g5f4,2324,90,86,268,crushing endgame intermezzo short,https://lichess.org/B3n7V4as#47,
00xsd,r1bqkb1r/1p1npp1p/p2p1np1/6B1/3N4/3BP3/PPP2PPP/RN1QK2R w KQkq - 0 8,c2c4 d8a5 b1c3 a5g5,1114,82,92,1472,advantage fork opening short,https://lichess.org/bMxAVfzo#15,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation
00xte,4rb2/8/P2P2k1/4KN1p/4P1p1/3r4/R7/5R2 w - - 1 52,f5e7 f8e7 d6e7 e8e7 e5f4 e7f7,1366,75,100,465,crushing endgame long,https://lichess.org/54WsogGa#103,
00xvM,rn1q1b1Q/pp1k3p/2p2n2/3p4/6pP/2N5/PPP1P1B1/2KR2NR w - - 2 14,e2e4 f8h6 c1b1 d8h8,1180,78,73,57,advantage discoveredAttack middlegame short,https://lichess.org/JxY0XNjQ#27,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00xyk,3r1rk1/1b1n1qn1/pp1Q2p1/2p3Pp/P1P1Pp1N/2P2B1P/5B1K/R4R2 b - - 1 25,d7e5 d6e5 d8e8 e5d6,1978,76,84,205,advantage hangingPiece middlegame short,https://lichess.org/tXpGxaU8/black#50,
00y2j,3r4/1pB3kp/2b1Pp2/1pN2RpK/1P6/7P/6r1/8 w - - 0 34,c7d8 c6e8,1677,84,88,411,endgame mate mateIn1 oneMove,https://lichess.org/5qeC9Wl2#67,
00y3g,8/4Qpk1/p3p2p/1p1b3r/7P/3B4/2P3PK/4r3 b - - 4 44,e1d1 d3e2 h5h4 e7h4,2250,77,88,1232,advantage endgame fork short,https://lichess.org/8yjVFUQ7/black#88,
00y9H,r2q1rk1/1pp2ppp/8/p2pn3/P2bN3/3BB2Q/1P3PPP/R4RK1 b - - 1 17,d4e3 e4f6 g7f6 h3h7,1369,75,78,194,kingsideAttack master mate mateIn2 middlegame sacrifice short,https://lichess.org/FQvSnbkl/black#34,Italian_Game Italian_Game_Classical_Variation
00yDE,3r2k1/4Q1pp/4pp2/pP6/P1BpP1PP/8/7K/3q4 b - - 1 34,d8f8 c4e6 g8h8 e7f8,1449,145,50,10,deflection endgame mate mateIn2 short,https://lichess.org/RJCQ5Aaf/black#68,
00yLn,2k1b3/pp6/2p1N1p1/2P2p2/3K4/P4r2/8/R7 b - - 1 31,e8f7 e6g5 f7d5 g5f3,1315,103,100,67,endgame equality fork short,https://lichess.org/JgcSpYyU/black#62,
00yOA,8/8/8/6KP/p7/8/k7/8 b - - 0 50,a2b3 h5h6 a4a3 h6h7 b3c2 h7h8q,859,90,83,31,advancedPawn crushing endgame long pawnEndgame promotion,https://lichess.org/6AX65aKY/black#100,
00yPS,5k2/p3pp2/7p/2Qp1P2/6B1/6q1/2K5/8 b - - 2 43,g3g4 c5c8 f8g7 f5f6 g7f6 c8g4,1092,79,94,658,crushing discoveredAttack endgame long queenEndgame,https://lichess.org/pyTEOQI7/black#86,
00yWQ,8/5pk1/4b2p/8/2r1NKP1/4P2P/5R2/8 w - - 12 51,f4f3 e6d5 f2d2 d5e4,1313,74,94,2561,crushing endgame short,https://lichess.org/lJke9dkh#101,
00yYi,2k3rr/ppp2p1p/2b5/4Nn2/3p1Q2/1P2P1Pq/P1PP1P1P/RN3RK1 w - - 0 18,e3e4 f5h4 f4h4 h3h4,1808,75,93,75,crushing middlegame pin quietMove short,https://lichess.org/15WcPt98#35,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
00yfJ,r1b1k2r/p4p1p/2p1p3/1pR1Pp2/qn1P4/2Q2N1P/5PP1/1B3RK1 b kq - 0 19,b4d5 c5d5 c6d5 c3c6,1599,76,88,198,clearance crushing middlegame sacrifice short,https://lichess.org/3cvQUqUJ/black#38,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
00yjj,4r1rk/2pq3p/R7/1p3p2/5P2/1PP4P/1P2pQN1/4R1K1 w - - 5 33,e1e2 d7d1 f2f1 d1e2 f1e2 e8e2,1482,75,100,207,crushing long middlegame,https://lichess.org/9cC8AGOi#65,
00ymq,Q7/4ppbk/6pp/5q2/4n3/4PNBP/Pr3PP1/3R2K1 w - - 2 31,a2a4 e4g3 f2g3 f5c2,1491,76,93,2914,clearance crushing middlegame short,https://lichess.org/V4mcVabC#61,
00ysx,1k5r/ppq2p2/2pN4/4PBb1/2P2pp1/1P5r/P1Q3KP/3RR3 w - - 5 28,e1h1 f4f3 g2f1 g4g3 f5h3 h8h3,1949,81,76,35,crushing long middlegame sacrifice,https://lichess.org/r1xzDowk#55,
00yxD,3r2rk/1b3p1Q/p1q2Pp1/1p6/6P1/P2BR3/1PP2R1P/6K1 b - - 0 28,h8h7 e3h3,1104,81,94,235,master mate mateIn1 middlegame oneMove,https://lichess.org/oxu2DM5K/black#56,
00z22,r7/pRp2pkp/3p1pr1/4pQ2/3bP3/5PB1/P1q3PP/1R5K b - - 1 22,d4f2 b7b2 c2b2 b1b2,1904,75,85,685,advantage middlegame short,https://lichess.org/kIudbW7M/black#44,
00z3O,r2qr1k1/pp3pp1/2p2n1p/3bR3/3P4/3Q1N1P/PPB2PP1/4R1K1 b - - 11 23,d5f3 e5e8 d8e8 e1e8,1213,78,90,1344,advantage kingsideAttack middlegame short,https://lichess.org/TpSbqrpL/black#46,
00z3y,r3kb1r/p1p1n1p1/Q1n1p2p/1p2q3/4B3/2P1BP2/PP3P1P/2KR3R b kq - 1 17,a8d8 e4c6 e7c6 a6c6,1303,80,53,43,crushing middlegame short,https://lichess.org/6KXiolJw/black#34,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
00z6j,r3qrk1/p6p/1p2pbp1/3pn3/3Q2P1/P6R/1B3P2/1B4KR b - - 1 28,e5g4 d4g4 f6b2 h3h7,1976,76,28,60,advantage kingsideAttack master middlegame short,https://lichess.org/XsKxGTMs/black#56,
00z82,r3rbk1/1p1n1ppp/p2p4/q1pP4/4RP2/1P1B1Q1P/1BP3P1/5RK1 b - - 0 18,e8e4 f3e4 g7g6 f4f5,1771,75,86,190,advantage middlegame short,https://lichess.org/YzMUMMSq/black#36,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00zDW,1r1r3k/p2qR1pp/b1p5/2p3Q1/8/2PPR2P/PP3PP1/6K1 b - - 2 26,d7d5 g5g7,1358,84,87,120,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/SuDrO2FW/black#52,
00zI4,r2q1rk1/pb3ppp/1p2p3/2nn4/8/P1N1PN2/1P1Q1PPP/1BR1K2R b K - 1 13,c5b3 d2c2 g7g6 c2b3,1754,75,93,446,crushing opening short,https://lichess.org/z6EaD3I9/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
00zL1,r7/kp6/p1n1b3/2Q5/7B/8/P4PPP/4qBK1 b - - 2 30,a7b8 h4g3 b8c8 c5d6 e1a5 d6e6,2160,76,79,57,crushing long middlegame,https://lichess.org/OwNorsd0/black#60,
00zNz,r1bqk2r/pp1np1bp/2p3p1/3pNB2/3P1B2/4P3/PPP2PPP/R2QK2R b KQkq - 0 10,g6f5 d1h5 e8f8 h5f7,1391,76,95,2262,mate mateIn2 opening short,https://lichess.org/kZTBqbqj/black#20,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00zQz,4rrk1/pB4pp/2N2p2/2p5/6b1/1PN3P1/P1P2P1P/R3nK2 w - - 0 21,a1e1 g4h3 f1g1 e8e1,1424,75,91,125,deflection mate mateIn2 middlegame short,https://lichess.org/omHw8uCB#41,
00zg2,3r1rk1/p1N2ppp/1p1P4/4n3/4P1q1/P1Q5/3R2PP/3R2K1 b - - 5 28,e5f3 c3f3,1019,218,-100,3,crushing middlegame oneMove,https://lichess.org/3bQtELrC/black#56,
00zgl,3r1rk1/1b3ppp/p1p1p3/1pqNP1b1/5P2/3B4/PPP1Q1PP/3R1R1K w - - 0 18,d3h7 g8h7 f4g5 d8d5,1961,74,96,306,middlegame,https://lichess.org/lkvK26St#35,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation
00zkP,6k1/5qp1/2R4p/1pQ1B3/4pP2/8/4rPPP/r1R3K1 w - - 1 32,c6c7 e2e1 c1e1 a1e1,1416,83,73,590,backRankMate mate mateIn2 middlegame short xRayAttack,https://lichess.org/tuhKG5T9#63,
00zrq,7R/6P1/p3p2P/1p2k3/4p3/2Pp4/r5r1/3R3K b - - 2 40,e4e3 g7g8q g2g8 h8g8 e3e2 d1e1,2097,75,82,220,advancedPawn crushing endgame long promotion,https://lichess.org/KXvGlWhK/black#80,
0100g,8/8/5k2/R7/2P1K2r/8/P7/8 w - - 1 43,e4d5 h4h5 d5d6 h5a5,868,76,90,306,crushing endgame rookEndgame short skewer,https://lichess.org/PPDNNe1y#85,
0103M,2kr1b1r/pppb1p1p/1q6/4p3/1P1n4/2P1BN2/5PPP/R2QKB1R w KQ - 2 16,c3d4 e5d4 d1d4 f8b4,2160,88,82,55,crushing opening short,https://lichess.org/lHWulFLi#31,Scandinavian_Defense Scandinavian_Defense_Main_Line
0108q,rn1q1r1k/pb2n1pp/1p2Qp2/2pp2B1/1bPP4/2NB1N2/PP3PPP/R4RK1 w - - 2 12,g5e3 b7c8 e6e7 d8e7,1646,76,93,1366,advantage middlegame short trappedPiece,https://lichess.org/w0nicmKT#23,Owen_Defense Owen_Defense_Other_variations
0109Q,r1bq1rk1/p3b2p/4p1p1/1pp1P3/2PPNp2/1P1BnN1Q/P5PP/R3R1K1 w - - 0 20,e4c5 e7c5 d3g6 h7g6,1377,81,81,75,advantage middlegame short,https://lichess.org/MretowRD#39,
0109V,r5k1/pp3ppp/2pq1n2/3b4/3P2N1/2PQ4/PPB2PPP/4R1K1 b - - 0 22,f6g4 d3h7 g8f8 h7h8,974,124,100,18,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/uYXxLb8F/black#44,
010Ev,4b1k1/1p3p2/4pPp1/3p2Rp/p2P3R/q1rBQ2P/6P1/6K1 w - - 0 30,d3g6 a3c1 e3c1 c3c1 g1h2 f7g6,2657,79,67,86,crushing long middlegame,https://lichess.org/UOMjn4Zf#59,
010Jc,rnb1k2r/bpqp1pp1/p3p3/7p/4P1n1/1NNB3P/PPP2PP1/R1BQ1R1K w kq - 1 11,d1e2 c7h2,710,78,99,1051,master mate mateIn1 oneMove opening,https://lichess.org/zDw0FRz2#21,Sicilian_Defense Sicilian_Defense_Kan_Variation
010N8,8/3r3p/pp1pk1pP/2rR1pP1/P1PRpP2/1P2P3/4K3/8 b - - 1 37,c5d5 c4d5 e6e7 d4c4,1953,74,69,87,crushing endgame rookEndgame short,https://lichess.org/SVWon15d/black#74,
010Sa,3r2k1/pb2q3/4p3/2p2p1Q/3p4/3R3R/PPP2PrP/5K2 b - - 1 26,g2g7 d3g3 e7f6 g3g7 g8g7 h5h7 g7f8 h7b7,2663,88,84,74,advantage attraction exposedKing middlegame skewer veryLong,https://lichess.org/0gZrULlt/black#52,
010ZV,r2qk1nr/p1pbb1pp/4p3/2pp1P2/2B5/8/PPP1Q1PP/RNB2RK1 b kq - 0 13,d5c4 e2h5 g7g6 f5g6,1811,75,87,150,crushing opening short,https://lichess.org/TyuyYtZG/black#26,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
010hY,4r1k1/4rp2/2p4p/p2bNQp1/4P3/2P5/Pq3PPP/R3R1K1 w - - 1 26,e4d5 e7e5 f5e5 e8e5,988,83,92,285,crushing middlegame short,https://lichess.org/Mk8l4jxb#51,
010nK,r5k1/6p1/1p1q1pNp/p1pp3P/3n1PP1/3P4/PPPQ4/2K1r2R w - - 0 21,h1e1 d4f3 d2e3 f3e1,1311,75,87,566,advantage endgame fork short,https://lichess.org/7f5LZGDI#41,
010p7,3R2k1/4r2p/pp2r1p1/1p2P1P1/2p5/P3n3/1P5P/5RK1 b - - 1 36,g8g7 f1f8 e7a7 f8g8,1854,137,62,30,endgame equality quietMove short,https://lichess.org/lOnXhRq8/black#72,
010rQ,r3kb1r/1p1b1p2/p2ppp1p/n1q2P1B/3NP3/2N3R1/P1PQ2PP/1R4K1 b kq - 0 19,a5c4 d2f2 e6e5 d4e6 c5f2 g1f2,2501,85,89,498,advantage long middlegame pin quietMove,https://lichess.org/vbymThWp/black#38,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
01194,5qk1/p1pb2p1/5p2/r2N1P1p/2Pp3Q/2n5/P5PP/R4RK1 w - - 0 25,h4d4 c3e2 g1h1 e2d4,769,77,97,2326,crushing fork middlegame short,https://lichess.org/KqOvYIB5#49,
0119E,5R1k/4q2p/3Np1bP/4P3/3P2P1/2n5/8/5QK1 b - - 6 45,e7f8 f1f8,614,94,100,508,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/krqkZh3J/black#90,
0119G,5rk1/p5pp/b1p1p1p1/2qpP2P/5PQ1/2N3P1/PrP5/2KR3R w - - 0 18,c1b2 f8b8 b2c1 c5e3 d1d2 e3c3,2154,83,66,48,crushing fork long middlegame,https://lichess.org/lFAuKAq6#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
011A6,1r1q1rk1/pb3pbp/1p1pnnp1/1Np5/2P5/PP3NP1/1B3PBP/Q1RR2K1 b - - 5 20,d6d5 c4d5,1587,77,68,69,advantage oneMove opening,https://lichess.org/7QbYroZU/black#40,
011EP,1r2k3/2q1npp1/p3p1p1/3pP1P1/1p1NnP1r/1P2Q3/P1P1N3/1K1RR3 b - - 0 23,e8d7 d4f3 d7e8 f3h4,2241,82,84,225,advantage middlegame short,https://lichess.org/kVorefr5/black#46,
011J1,4R3/5ppk/7p/2p2q2/1n6/2Br2P1/5P1P/1Q4K1 w - - 0 35,c3b4 d3g3 f2g3 f5b1,1199,76,91,1343,advantage discoveredAttack endgame short,https://lichess.org/xl6zG0ZK#69,
011JG,r1r3k1/4pp1p/3p2p1/8/q2bPP2/1N1R4/1PP2QPP/1K3R2 w - - 0 26,d3d4 a4a2 b1c1 a2b3,1551,75,86,437,crushing middlegame pin queensideAttack short,https://lichess.org/IjOYhQ0O#51,
011LP,8/2k4p/p3Pp2/1p6/1P1Kp3/P7/6PP/8 b - - 1 36,f6f5 g2g4 f5g4 d4e4,2055,74,91,1689,crushing deflection endgame master pawnEndgame short,https://lichess.org/dTjUhKxj/black#72,
011N0,r5k1/p1pN1p2/1p1b2p1/3p1n2/3P4/2P3Pq/P2Q1P1P/1R2R1K1 w - - 3 23,e1e2 f5h4 d7f6 g8g7,1916,75,88,471,advantage defensiveMove middlegame quietMove short,https://lichess.org/Yf2OQhf9#45,
011Un,1k6/p2bRq2/1p1P1Pp1/2p4p/7r/5QK1/P5P1/8 b - - 7 37,h4g4 f3g4 d7g4 e7f7,1360,77,95,14777,crushing endgame short,https://lichess.org/I7ZvBtLI/black#74,
011cm,k7/pn1R1pp1/8/2P1q2p/Q2p3P/5P2/P4PK1/4r3 b - - 0 40,e5f5 a4c6 f5g6 c6g6 f7g6 c5c6,2237,213,82,7,endgame equality long,https://lichess.org/dGJtv35L/black#80,
011ki,4rk2/p3qppp/1p6/3QN3/P2P2P1/6KP/8/8 b - - 0 31,f7f6 e5d7 e7d7 d5d7,1070,79,57,39,crushing endgame short,https://lichess.org/pKNaiZMw/black#62,
011l5,7r/2pP2k1/pp3pp1/3P1bP1/P1P5/8/1B1K4/8 b - - 0 35,h8d8 b2f6 g7f8 f6d8 f5d7 d8c7,1405,212,-27,8,crushing endgame fork long,https://lichess.org/vKJUTFGf/black#70,
011o8,2r5/1p4bk/p2q2p1/3p1bQn/3B4/P1NP1N1P/1P6/K3R3 b - - 0 33,g7h6 e1e7 h7g8 g5h6,1619,75,88,3300,crushing deflection master middlegame short,https://lichess.org/8aKh42cj/black#66,
011u9,8/pp5p/8/3N4/2P5/1P1bR2P/P2r1k2/7K w - - 1 43,h1h2 d3e4 e3e4 f2f3,2153,77,86,91,crushing discoveredAttack endgame sacrifice short,https://lichess.org/v1fKvYgL#85,
0122Z,r1bqkr2/1pp3pN/p1np4/4pp2/2B1n3/P1NP3P/1PP2KP1/R1BQ3R w q - 0 11,f2e3 f5f4 e3e4 c8f5 e4f3 d8h4,2372,89,69,72,advantage fork long middlegame sacrifice,https://lichess.org/U6CzZYMP#21,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation
0123H,3r1r1k/5Qpp/1qp3n1/p3p1N1/P2B4/3P4/B1P2P2/R4K2 b - - 2 25,b6d4 f7g8 f8g8 g5f7,1388,94,75,298,mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/6hjQTc1v/black#50,
01243,r7/pp1Qp1B1/8/3kb3/4q3/8/PP3PP1/5K2 b - - 4 34,e5d6 d7b7 d5e6 b7e4,1611,75,96,3752,crushing deflection endgame fork short skewer,https://lichess.org/dfLW8TS1/black#68,
0125B,8/1p6/1Pr2P2/1Rp3K1/3p4/4k3/8/8 b - - 0 44,c6f6 g5f6 c5c4 b5e5,1801,75,91,229,crushing endgame hangingPiece rookEndgame short,https://lichess.org/x10SD0Y1/black#88,
01273,8/p1B1Q2p/1p3pk1/6p1/3P2P1/2P1nP1K/P3q2P/8 w - - 9 36,e7e4 g6h6 e4e3 e2e3,1560,205,68,6,crushing defensiveMove endgame master pin short,https://lichess.org/9n1XKNs2#71,
0128O,r4rk1/1q1p2pp/p1b1p3/2p1Q3/8/1B6/PPP2PPP/3RR1K1 b - - 0 21,c6g2 d1d7 b7d7 b3e6 g8h8 e6d7,1790,74,98,1097,advantage attraction fork long middlegame sacrifice,https://lichess.org/FF3AWxWW/black#42,
012AZ,r1bqk2r/pp1p1ppp/2p5/4p3/1PP3n1/P1NnP1P1/3PKPBP/R1BQ3R w kq - 3 11,e2d3 g4f2 d3c2 f2d1,928,108,71,36,crushing fork middlegame short,https://lichess.org/YsPR7RYU#21,English_Opening English_Opening_Carls-Bremen_System
012Fl,2b2k1r/2q2p2/p1p2PpP/4p3/2r1B3/5Q2/P1P4P/R2R3K b - - 0 24,h8h6 f3e3 h6h2 h1h2,2526,78,81,200,crushing master middlegame short,https://lichess.org/A5XXEOaT/black#48,
012K5,8/3Q1kpp/8/3K4/6P1/8/7P/q7 b - - 9 46,f7g6 d7f5 g6h6 f5h5,1083,77,92,408,endgame mate mateIn2 queenEndgame short,https://lichess.org/ideT1zK1/black#92,
012QY,2rq1rk1/pb2bppp/1p2p3/8/3N4/P1P1P3/4BPPP/1Q1R1RK1 b - - 0 18,a7a6 d4e6 f7e6 d1d8,1223,126,82,12,advantage discoveredAttack middlegame short,https://lichess.org/JFyDpiwO/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
012ee,rb4k1/2q3pp/P3pp2/3pN3/1Q1P4/4P3/2P2PPP/R5K1 w - - 2 26,e5d3 c7h2 g1f1 h2h1 f1e2 h1a1,1412,74,92,826,advantage endgame kingsideAttack long skewer,https://lichess.org/zrmGJ1qH#51,
012kM,5r2/1pp4k/p1n1p2p/3p2p1/3P2P1/2P2q2/PP1Q1P2/1K3R1R w - - 5 31,d2g5 f3d3 b1c1 d3f1 h1f1 h6g5,1625,75,95,11958,crushing endgame long,https://lichess.org/fJcBht8L#61,
012uA,r4r2/p1p2k1R/6R1/3n1pB1/1q1Pb3/8/1P2Q1PP/6K1 b - - 2 35,f7g6 e2h5,1139,77,84,173,mate mateIn1 middlegame oneMove,https://lichess.org/giEyOLMZ/black#70,
012uN,8/p2n1k2/5P2/5KPP/2P5/8/n7/8 b - - 1 49,a2c3 g5g6 f7f8 h5h6,1975,75,88,327,crushing endgame knightEndgame short,https://lichess.org/wCxVSTya/black#98,
012wW,8/8/7p/7P/2k2Kp1/6P1/8/8 b - - 5 46,c4d5 f4f5 d5d4 f5g6,1657,76,94,8453,crushing endgame pawnEndgame short,https://lichess.org/LUerdvbI/black#92,
01312,8/pp6/8/2pp1k1P/8/2P3K1/PP6/8 b - - 0 39,d5d4 c3d4 c5d4 g3f3,2170,82,90,588,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/9U62VOsr/black#78,
01337,1k1r4/ppp3r1/8/P1b5/4R3/7P/1PP5/R6K b - - 0 25,d8d2 e4e8 d2d8 e8d8,584,103,73,555,backRankMate endgame mate mateIn2 short,https://lichess.org/rf2MrMXn/black#50,
0133E,7r/6p1/1pp5/p3N1k1/2P3p1/5K1P/8/7R w - - 0 35,f3g3 h8h3 h1h3 g4h3,1614,130,-100,14,crushing endgame short,https://lichess.org/rDaqriiN#69,
0134q,k2r3r/ppq3pb/2p1Pp1p/8/1b1N2P1/3P3P/PB1N2Q1/2KR3R w - - 0 22,d2c4 c7f4 c1b1 d8d4 b2d4 f4d4,1917,84,87,27,advantage long middlegame queensideAttack,https://lichess.org/H2X51qia#43,
0135i,8/6Rr/7P/3p4/2pk1p2/3b3R/6PK/8 w - - 6 57,h3d3 c4d3 g7h7 d3d2 h7f7 d2d1q,1445,75,100,292,advancedPawn advantage endgame long promotion rookEndgame,https://lichess.org/bsAwZfBu#113,
01382,r6k/5qp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/5R1K w - - 0 29,f1f7 a8a1 g3e1 a1e1 f7f1 e1f1,855,109,67,32,backRankMate endgame long mate mateIn3,https://lichess.org/0nSum8Dd#57,
0139J,r2q2rk/pp3pbn/2p1b3/3p3P/3P1Q2/2NB1P2/PPP3P1/2KR3R b - - 2 21,g7h6 f4h6 d8g5 h6g5,808,92,52,110,advantage hangingPiece middlegame short,https://lichess.org/Yv8XOEuW/black#42,
